% Moku:Go Spectrum Analyzer
% Input A (on)
% Input B (off)
% Start freq 0 Hz, stop freq 1.000 kHz, RBW 4.888 Hz (Auto mode), Hann window, Video filter off
% Averaging: 2 spectra per frame, 15 frame averages
% 
% Acquired 2026-04-30 T 16:03:11 +0200
% Frequency (Hz), Input A (dBm)
4.576053470373e+02, -7.405119e+01
4.585987577836e+02, -7.411772e+01
4.595921685298e+02, -7.459973e+01
4.605855792761e+02, -7.479017e+01
4.615789900223e+02, -7.468588e+01
4.625724007686e+02, -7.458603e+01
4.635658115149e+02, -7.461828e+01
4.645592222611e+02, -7.468060e+01
4.655526330074e+02, -7.493219e+01
4.665460437536e+02, -7.543526e+01
4.675394544999e+02, -7.560983e+01
4.685328652461e+02, -7.555101e+01
4.695262759924e+02, -7.474383e+01
4.705196867387e+02, -7.384304e+01
4.715130974849e+02, -7.328798e+01
4.725065082312e+02, -7.328025e+01
4.734999189774e+02, -7.365907e+01
4.744933297237e+02, -7.422711e+01
4.754867404699e+02, -7.466764e+01
4.764801512162e+02, -7.502863e+01
4.774735619624e+02, -7.520035e+01
4.784669727087e+02, -7.518241e+01
4.794603834550e+02, -7.472820e+01
4.804537942012e+02, -7.461530e+01
4.814472049475e+02, -7.564745e+01
4.824406156937e+02, -7.571826e+01
4.834340264400e+02, -7.450093e+01
4.844274371862e+02, -7.441239e+01
4.854208479325e+02, -7.459247e+01
4.864142586788e+02, -7.439475e+01
4.874076694250e+02, -7.505030e+01
4.884010801713e+02, -7.422144e+01
4.893944909175e+02, -7.034467e+01
4.903879016638e+02, -6.787677e+01
4.913813124100e+02, -7.472229e+01
4.923747231563e+02, -6.081918e+01
4.933681339025e+02, -5.097453e+01
4.943615446488e+02, -4.513278e+01
4.953549553951e+02, -4.130320e+01
4.963483661413e+02, -3.889101e+01
4.973417768876e+02, -3.764926e+01
4.983351876338e+02, -3.747410e+01
4.993285983801e+02, -3.835187e+01
5.003220091263e+02, -4.034964e+01
5.013154198726e+02, -4.364928e+01
5.023088306189e+02, -4.866744e+01
5.033022413651e+02, -5.654523e+01
5.042956521114e+02, -7.171950e+01
5.052890628576e+02, -7.004514e+01
5.062824736039e+02, -7.054963e+01
5.072758843501e+02, -7.570493e+01
5.082692950964e+02, -7.437695e+01
5.092627058427e+02, -7.319129e+01
5.102561165889e+02, -7.430910e+01
5.112495273352e+02, -7.536440e+01
5.122429380814e+02, -7.595278e+01
5.132363488277e+02, -7.631733e+01
5.142297595739e+02, -7.604936e+01
5.152231703202e+02, -7.543115e+01
5.162165810664e+02, -7.532453e+01
5.172099918127e+02, -7.559490e+01
5.182034025590e+02, -7.564684e+01
5.191968133052e+02, -7.578292e+01
5.201902240515e+02, -7.604746e+01
5.211836347977e+02, -7.651449e+01
5.221770455440e+02, -7.665663e+01
5.231704562902e+02, -7.605741e+01
5.241638670365e+02, -7.569541e+01
5.251572777828e+02, -7.569035e+01
5.261506885290e+02, -7.541793e+01
5.271440992753e+02, -7.504559e+01
5.281375100215e+02, -7.470354e+01
5.291309207678e+02, -7.465634e+01
5.301243315140e+02, -7.411247e+01
5.311177422603e+02, -7.377862e+01
5.321111530066e+02, -7.391408e+01
5.331045637528e+02, -7.436858e+01
5.340979744991e+02, -7.467343e+01
5.350913852453e+02, -7.567540e+01
5.360847959916e+02, -7.531643e+01
5.370782067378e+02, -7.561113e+01
5.380716174841e+02, -7.647335e+01
5.390650282303e+02, -7.736886e+01
5.400584389766e+02, -7.768242e+01
5.410518497229e+02, -7.734928e+01
5.420452604691e+02, -7.674049e+01
5.430386712154e+02, -7.604713e+01
5.440320819616e+02, -7.542982e+01
5.450254927079e+02, -7.505643e+01
5.460189034541e+02, -7.501778e+01
5.470123142004e+02, -7.297534e+01
5.480057249467e+02, -7.043647e+01
5.489991356929e+02, -6.791770e+01
5.499925464392e+02, -6.633164e+01
5.509859571854e+02, -6.567111e+01
5.519793679317e+02, -6.598759e+01
5.529727786779e+02, -6.728853e+01
5.539661894242e+02, -6.953558e+01
5.549596001705e+02, -7.238936e+01
5.559530109167e+02, -7.466044e+01
5.569464216630e+02, -7.575299e+01
5.579398324092e+02, -7.632498e+01
5.589332431555e+02, -7.600789e+01
5.599266539017e+02, -7.469850e+01
5.609200646480e+02, -7.407541e+01
5.619134753942e+02, -7.388367e+01
5.629068861405e+02, -7.418247e+01
5.639002968868e+02, -7.469803e+01
5.648937076330e+02, -7.510374e+01
5.658871183793e+02, -7.533389e+01
5.668805291255e+02, -7.567625e+01
5.678739398718e+02, -7.622707e+01
5.688673506180e+02, -7.602910e+01
5.698607613643e+02, -7.580146e+01
5.708541721106e+02, -7.650794e+01
5.718475828568e+02, -7.712031e+01
5.728409936031e+02, -7.713538e+01
5.738344043493e+02, -7.630848e+01
5.748278150956e+02, -7.552558e+01
5.758212258418e+02, -7.498622e+01
5.768146365881e+02, -7.437952e+01
5.778080473344e+02, -7.438849e+01
5.788014580806e+02, -7.483152e+01
5.797948688269e+02, -7.525163e+01
5.807882795731e+02, -7.571608e+01
5.817816903194e+02, -7.600970e+01
5.827751010656e+02, -7.610547e+01
5.837685118119e+02, -7.607287e+01
5.847619225581e+02, -7.602373e+01
5.857553333044e+02, -7.635771e+01
5.867487440507e+02, -7.694735e+01
5.877421547969e+02, -7.719609e+01
5.887355655432e+02, -7.736866e+01
5.897289762894e+02, -7.722944e+01
5.907223870357e+02, -7.735920e+01
5.917157977819e+02, -7.708374e+01
5.927092085282e+02, -7.692315e+01
5.937026192745e+02, -7.686174e+01
5.946960300207e+02, -7.627306e+01
5.956894407670e+02, -7.581309e+01
5.966828515132e+02, -7.568894e+01
5.976762622595e+02, -7.528631e+01
5.986696730057e+02, -7.471343e+01
5.996630837520e+02, -7.441190e+01
6.006564944983e+02, -7.454409e+01
6.016499052445e+02, -7.478945e+01
6.026433159908e+02, -7.477824e+01
6.036367267370e+02, -7.504194e+01
6.046301374833e+02, -7.554888e+01
6.056235482295e+02, -7.610704e+01
6.066169589758e+02, -7.655350e+01
6.076103697220e+02, -7.667460e+01
6.086037804683e+02, -7.658205e+01
6.095971912146e+02, -7.645888e+01
6.105906019608e+02, -7.661051e+01
6.115840127071e+02, -7.648418e+01
6.125774234533e+02, -7.598902e+01
6.135708341996e+02, -7.593218e+01
6.145642449458e+02, -7.598014e+01
6.155576556921e+02, -7.554138e+01
6.165510664384e+02, -7.483540e+01
6.175444771846e+02, -7.455654e+01
6.185378879309e+02, -7.470781e+01
6.195312986771e+02, -7.516732e+01
6.205247094234e+02, -7.591493e+01
6.215181201696e+02, -7.644218e+01
6.225115309159e+02, -7.590363e+01
6.235049416622e+02, -7.524557e+01
6.244983524084e+02, -7.474787e+01
6.254917631547e+02, -7.458210e+01
6.264851739009e+02, -7.453968e+01
6.274785846472e+02, -7.467585e+01
6.284719953934e+02, -7.505173e+01
6.294654061397e+02, -7.538199e+01
6.304588168859e+02, -7.560406e+01
6.314522276322e+02, -7.589395e+01
6.324456383785e+02, -7.638587e+01
6.334390491247e+02, -7.715844e+01
6.344324598710e+02, -7.736762e+01
6.354258706172e+02, -7.737599e+01
6.364192813635e+02, -7.743031e+01
6.374126921097e+02, -7.740715e+01
6.384061028560e+02, -7.703508e+01
6.393995136023e+02, -7.682840e+01
6.403929243485e+02, -7.577480e+01
6.413863350948e+02, -7.539193e+01
6.423797458410e+02, -7.570888e+01
6.433731565873e+02, -7.572017e+01
6.443665673335e+02, -7.568962e+01
6.453599780798e+02, -7.594362e+01
6.463533888261e+02, -7.592109e+01
6.473467995723e+02, -7.426154e+01
6.483402103186e+02, -7.183180e+01
6.493336210648e+02, -6.970090e+01
6.503270318111e+02, -6.826724e+01
6.513204425573e+02, -6.767081e+01
6.523138533036e+02, -6.796055e+01
6.533072640498e+02, -6.914873e+01
6.543006747961e+02, -7.116737e+01
6.552940855424e+02, -7.352744e+01
6.562874962886e+02, -7.456813e+01
6.572809070349e+02, -7.461803e+01
6.582743177811e+02, -7.449253e+01
6.592677285274e+02, -7.422774e+01
6.602611392736e+02, -7.419748e+01
6.612545500199e+02, -7.451299e+01
6.622479607662e+02, -7.484377e+01
6.632413715124e+02, -7.491421e+01
6.642347822587e+02, -7.519451e+01
6.652281930049e+02, -7.563947e+01
6.662216037512e+02, -7.590502e+01
6.672150144974e+02, -7.644975e+01
6.682084252437e+02, -7.754260e+01
6.692018359900e+02, -7.810238e+01
6.701952467362e+02, -7.734394e+01
6.711886574825e+02, -7.684194e+01
6.721820682287e+02, -7.687105e+01
6.731754789750e+02, -7.746055e+01
6.741688897212e+02, -7.811711e+01
6.751623004675e+02, -7.810258e+01
6.761557112137e+02, -7.828389e+01
6.771491219600e+02, -7.859239e+01
6.781425327063e+02, -7.869739e+01
6.791359434525e+02, -7.844839e+01
6.801293541988e+02, -7.828144e+01
6.811227649450e+02, -7.774416e+01
6.821161756913e+02, -7.732607e+01
6.831095864375e+02, -7.694776e+01
6.841029971838e+02, -7.656714e+01
6.850964079301e+02, -7.645114e+01
6.860898186763e+02, -7.655697e+01
6.870832294226e+02, -7.667154e+01
6.880766401688e+02, -7.651842e+01
6.890700509151e+02, -7.662773e+01
6.900634616613e+02, -7.642223e+01
6.910568724076e+02, -7.610610e+01
6.920502831539e+02, -7.630020e+01
6.930436939001e+02, -7.710567e+01
6.940371046464e+02, -7.811025e+01
6.950305153926e+02, -7.829402e+01
6.960239261389e+02, -7.742057e+01
6.970173368851e+02, -7.671411e+01
6.980107476314e+02, -7.634454e+01
6.990041583776e+02, -7.636256e+01
6.999975691239e+02, -7.616517e+01
7.009909798702e+02, -7.589781e+01
7.019843906164e+02, -7.586227e+01
7.029778013627e+02, -7.631012e+01
7.039712121089e+02, -7.710836e+01
7.049646228552e+02, -7.716195e+01
7.059580336014e+02, -7.721904e+01
7.069514443477e+02, -7.769844e+01
7.079448550940e+02, -7.829844e+01
7.089382658402e+02, -7.875605e+01
7.099316765865e+02, -7.815605e+01
7.109250873327e+02, -7.661089e+01
7.119184980790e+02, -7.534919e+01
7.129119088252e+02, -7.466778e+01
7.139053195715e+02, -7.427020e+01
